timestamp,joint_pos_0,joint_pos_1,joint_pos_2,joint_pos_3,joint_pos_4,joint_pos_5,joint_pos_6,joint_vel_0,joint_vel_1,joint_vel_2,joint_vel_3,joint_vel_4,joint_vel_5,joint_vel_6,ft_fx,ft_fy,ft_fz,ft_tx,ft_ty,ft_tz
2025-09-12T21:30:11.169774,-0.082812611,-1.254795389,1.099852387,-1.351446466,-1.745685403,-0.019948785,0,-0.082812611,-1.254795389,1.099852387,-1.351446466,-1.745685403,-0.019948785,0,0.0806,0.5694,-0.339,-0.01497,0.00669,-0.00294
2025-09-12T21:30:11.201757,-0.082836453,-1.254783468,1.099852387,-1.351410703,-1.745685403,-0.019936864,0,-0.082836453,-1.254783468,1.099852387,-1.351410703,-1.745685403,-0.019936864,0,0.1206,0.6294,-0.259,-0.01697,0.00869,-0.00294
2025-09-12T21:30:11.233751,-0.082836453,-1.25481923,1.099817101,-1.351422147,-1.745661084,-0.019924943,0,-0.082836453,-1.25481923,1.099817101,-1.351422147,-1.745661084,-0.019924943,0,0.1406,0.6294,-0.279,-0.01797,0.00669,-0.00194
2025-09-12T21:30:11.265801,-0.082800213,-1.254795389,1.099852387,-1.351434545,-1.745685403,-0.019936864,0,-0.082800213,-1.254795389,1.099852387,-1.351434545,-1.745685403,-0.019936864,0,0.0806,0.5894,-0.319,-0.01897,0.00669,-0.00394
2025-09-12T21:30:11.297817,-0.082812611,-1.254783468,1.099877183,-1.351434545,-1.745649163,-0.019960705,0,-0.082812611,-1.254783468,1.099877183,-1.351434545,-1.745649163,-0.019960705,0,0.1006,0.5494,-0.259,-0.01797,0.00769,-0.00194
2025-09-12T21:30:11.329821,-0.082836453,-1.254795389,1.099877183,-1.351482229,-1.745649163,-0.019924943,0,-0.082836453,-1.254795389,1.099877183,-1.351482229,-1.745649163,-0.019924943,0,0.1206,0.6294,-0.259,-0.01697,0.00769,-0.00294
2025-09-12T21:30:11.361832,-0.082824532,-1.254771547,1.099852387,-1.351446466,-1.745673482,-0.019936864,0,-0.082824532,-1.254771547,1.099852387,-1.351446466,-1.745673482,-0.019936864,0,0.1406,0.6094,-0.219,-0.01897,0.00769,-0.00194
2025-09-12T21:30:11.409892,-0.082788769,-1.254771547,1.099865739,-1.351422147,-1.745697323,-0.019960705,0,-0.082788769,-1.254771547,1.099865739,-1.351422147,-1.745697323,-0.019960705,0,0.1006,0.6094,-0.199,-0.01797,0.00869,-0.00294
2025-09-12T21:30:11.441916,-0.082836453,-1.254795389,1.099852387,-1.351494626,-1.745685403,-0.019948785,0,-0.082836453,-1.254795389,1.099852387,-1.351494626,-1.745685403,-0.019948785,0,0.0606,0.6294,-0.219,-0.01697,0.00869,-0.00394
2025-09-12T21:30:11.473996,-0.082824532,-1.25480731,1.099877183,-1.351434545,-1.745673482,-0.019960705,0,-0.082824532,-1.25480731,1.099877183,-1.351434545,-1.745673482,-0.019960705,0,0.2006,0.5894,-0.239,-0.01797,0.00669,-0.00294
